health_board,cancer_site,sex,year,incidences_all_ages,crude_rate
NHS Ayrshire and Arran,All cancer types,All,1994,1815,484.84039000935
NHS Ayrshire and Arran,All cancer types,All,1995,1839,491.435290344993
NHS Ayrshire and Arran,All cancer types,All,1996,2014,539.729331368083
NHS Ayrshire and Arran,All cancer types,All,1997,2019,541.649899396378
NHS Ayrshire and Arran,All cancer types,All,1998,1958,526.64138357675
NHS Ayrshire and Arran,All cancer types,All,1999,1966,530.548359240069
NHS Ayrshire and Arran,All cancer types,All,2000,1940,526.073162133579
NHS Ayrshire and Arran,All cancer types,All,2001,1989,540.063536886693
NHS Ayrshire and Arran,All cancer types,All,2002,2042,555.646258503401
NHS Ayrshire and Arran,All cancer types,All,2003,2142,582.52427184466
NHS Ayrshire and Arran,All cancer types,All,2004,2184,592.592592592593
NHS Ayrshire and Arran,All cancer types,All,2005,2124,575.609756097561
NHS Ayrshire and Arran,All cancer types,All,2006,2107,570.492513470338
NHS Ayrshire and Arran,All cancer types,All,2007,2195,592.043155765341
NHS Ayrshire and Arran,All cancer types,All,2008,2306,619.692572288509
NHS Ayrshire and Arran,All cancer types,All,2009,2343,629.111510887952
NHS Ayrshire and Arran,All cancer types,All,2010,2384,639.467825433867
NHS Ayrshire and Arran,All cancer types,All,2011,2324,621.789383561644
NHS Ayrshire and Arran,All cancer types,All,2012,2440,653.769894432238
NHS Ayrshire and Arran,All cancer types,All,2013,2585,694.444444444444
NHS Ayrshire and Arran,All cancer types,All,2014,2509,676.025219593684
NHS Ayrshire and Arran,All cancer types,All,2015,2569,693.21892117974
NHS Ayrshire and Arran,All cancer types,All,2016,2453,661.971070811744
NHS Ayrshire and Arran,All cancer types,All,2017,2482,670.068302691612
NHS Ayrshire and Arran,All cancer types,All,2018,2529,684.123677874861
NHS Ayrshire and Arran,All cancer types,Male,1994,857,480.098596677964
NHS Ayrshire and Arran,All cancer types,Male,1995,865,484.754064368615
NHS Ayrshire and Arran,All cancer types,Male,1996,946,531.368132516247
NHS Ayrshire and Arran,All cancer types,Male,1997,953,536.128175701523
NHS Ayrshire and Arran,All cancer types,Male,1998,908,512.664159806678
NHS Ayrshire and Arran,All cancer types,Male,1999,963,545.334080831762
NHS Ayrshire and Arran,All cancer types,Male,2000,955,543.128991713728
NHS Ayrshire and Arran,All cancer types,Male,2001,942,536.608429651318
NHS Ayrshire and Arran,All cancer types,Male,2002,1061,606.285714285714
NHS Ayrshire and Arran,All cancer types,Male,2003,1065,607.932231253996
NHS Ayrshire and Arran,All cancer types,Male,2004,1079,614.020611516728
NHS Ayrshire and Arran,All cancer types,Male,2005,1051,597.169269930737
NHS Ayrshire and Arran,All cancer types,Male,2006,1005,570.235413605079
NHS Ayrshire and Arran,All cancer types,Male,2007,1096,619.118095646967
NHS Ayrshire and Arran,All cancer types,Male,2008,1143,642.589698325781
NHS Ayrshire and Arran,All cancer types,Male,2009,1195,670.813171514859
NHS Ayrshire and Arran,All cancer types,Male,2010,1109,621.988906275414
NHS Ayrshire and Arran,All cancer types,Male,2011,1139,636.686324380223
NHS Ayrshire and Arran,All cancer types,Male,2012,1222,683.927152243751
NHS Ayrshire and Arran,All cancer types,Male,2013,1264,709.152215259115
NHS Ayrshire and Arran,All cancer types,Male,2014,1248,702.161058192723
NHS Ayrshire and Arran,All cancer types,Male,2015,1234,694.901987284533
NHS Ayrshire and Arran,All cancer types,Male,2016,1148,646.389117239671
NHS Ayrshire and Arran,All cancer types,Male,2017,1188,668.881256685997
NHS Ayrshire and Arran,All cancer types,Male,2018,1250,705.353918382087
NHS Ayrshire and Arran,All cancer types,Female,1994,958,489.162347775026
NHS Ayrshire and Arran,All cancer types,Female,1995,974,497.525144430426
NHS Ayrshire and Arran,All cancer types,Female,1996,1068,547.358278793967
NHS Ayrshire and Arran,All cancer types,Female,1997,1066,546.683487697057
NHS Ayrshire and Arran,All cancer types,Female,1998,1050,539.357702027985
NHS Ayrshire and Arran,All cancer types,Female,1999,1003,517.087605879229
NHS Ayrshire and Arran,All cancer types,Female,2000,985,510.529343775429
NHS Ayrshire and Arran,All cancer types,Female,2001,1047,543.210388963542
NHS Ayrshire and Arran,All cancer types,Female,2002,981,509.61038961039
NHS Ayrshire and Arran,All cancer types,Female,2003,1077,559.404963485451
NHS Ayrshire and Arran,All cancer types,Female,2004,1105,573.064416589307
NHS Ayrshire and Arran,All cancer types,Female,2005,1073,555.949907514391
NHS Ayrshire and Arran,All cancer types,Female,2006,1102,570.727185154878
NHS Ayrshire and Arran,All cancer types,Female,2007,1099,567.301934711239
NHS Ayrshire and Arran,All cancer types,Female,2008,1163,598.725327677275
NHS Ayrshire and Arran,All cancer types,Female,2009,1148,590.875401465865
NHS Ayrshire and Arran,All cancer types,Female,2010,1275,655.489920878511
NHS Ayrshire and Arran,All cancer types,Female,2011,1185,608.113309214071
NHS Ayrshire and Arran,All cancer types,Female,2012,1218,626.07301101025
NHS Ayrshire and Arran,All cancer types,Female,2013,1321,680.931345006933
NHS Ayrshire and Arran,All cancer types,Female,2014,1261,652.006432164961
NHS Ayrshire and Arran,All cancer types,Female,2015,1335,691.670422929263
NHS Ayrshire and Arran,All cancer types,Female,2016,1305,676.312980026742
NHS Ayrshire and Arran,All cancer types,Female,2017,1294,671.161825726141
NHS Ayrshire and Arran,All cancer types,Female,2018,1279,664.574391802716
NHS Ayrshire and Arran,Bladder,All,1994,103,27.5143582209163
NHS Ayrshire and Arran,Bladder,All,1995,89,23.7834371075065
NHS Ayrshire and Arran,Bladder,All,1996,111,29.7467506364733
NHS Ayrshire and Arran,Bladder,All,1997,109,29.2421193829645
NHS Ayrshire and Arran,Bladder,All,1998,79,21.2485542914011
NHS Ayrshire and Arran,Bladder,All,1999,81,21.8588082901554
NHS Ayrshire and Arran,Bladder,All,2000,59,15.9991322504542
NHS Ayrshire and Arran,Bladder,All,2001,63,17.106084878764
NHS Ayrshire and Arran,Bladder,All,2002,76,20.6802721088435
NHS Ayrshire and Arran,Bladder,All,2003,73,19.8526012346686
NHS Ayrshire and Arran,Bladder,All,2004,70,18.9933523266857
NHS Ayrshire and Arran,Bladder,All,2005,60,16.260162601626
NHS Ayrshire and Arran,Bladder,All,2006,59,15.9748734194352
NHS Ayrshire and Arran,Bladder,All,2007,74,19.9595414699933
NHS Ayrshire and Arran,Bladder,All,2008,64,17.1987530904009
NHS Ayrshire and Arran,Bladder,All,2009,66,17.7214510109282
NHS Ayrshire and Arran,Bladder,All,2010,72,19.3127866741772
NHS Ayrshire and Arran,Bladder,All,2011,52,13.9126712328767
NHS Ayrshire and Arran,Bladder,All,2012,75,20.0953860993516
NHS Ayrshire and Arran,Bladder,All,2013,81,21.7601547388781
NHS Ayrshire and Arran,Bladder,All,2014,84,22.63296869106
NHS Ayrshire and Arran,Bladder,All,2015,80,21.5871987911169
NHS Ayrshire and Arran,Bladder,All,2016,74,19.9697754749568
NHS Ayrshire and Arran,Bladder,All,2017,68,18.3580356901812
NHS Ayrshire and Arran,Bladder,All,2018,80,21.6409229853653
NHS Ayrshire and Arran,Bladder,Male,1994,69,38.6543794291476
NHS Ayrshire and Arran,Bladder,Male,1995,60,33.6245593781698
NHS Ayrshire and Arran,Bladder,Male,1996,74,41.5657947211441
NHS Ayrshire and Arran,Bladder,Male,1997,75,42.1926686019037
NHS Ayrshire and Arran,Bladder,Male,1998,50,28.2304052756981
NHS Ayrshire and Arran,Bladder,Male,1999,56,31.7120545447338
NHS Ayrshire and Arran,Bladder,Male,2000,37,21.0426939197989
NHS Ayrshire and Arran,Bladder,Male,2001,44,25.0645126376412
NHS Ayrshire and Arran,Bladder,Male,2002,50,28.5714285714286
NHS Ayrshire and Arran,Bladder,Male,2003,56,31.9663896246233
NHS Ayrshire and Arran,Bladder,Male,2004,47,26.7460321976702
NHS Ayrshire and Arran,Bladder,Male,2005,37,21.0230856207776
NHS Ayrshire and Arran,Bladder,Male,2006,43,24.3981321243964
NHS Ayrshire and Arran,Bladder,Male,2007,44,24.8551060296228
NHS Ayrshire and Arran,Bladder,Male,2008,43,24.1744155975578
NHS Ayrshire and Arran,Bladder,Male,2009,45,25.2607470444926
NHS Ayrshire and Arran,Bladder,Male,2010,52,29.1644933510564
NHS Ayrshire and Arran,Bladder,Male,2011,36,20.1235361524917
NHS Ayrshire and Arran,Bladder,Male,2012,52,29.1032830742022
NHS Ayrshire and Arran,Bladder,Male,2013,57,31.9791742640582
NHS Ayrshire and Arran,Bladder,Male,2014,53,29.8193398110692
NHS Ayrshire and Arran,Bladder,Male,2015,57,32.0983900123325
NHS Ayrshire and Arran,Bladder,Male,2016,52,29.2789495613788
NHS Ayrshire and Arran,Bladder,Male,2017,39,21.9582230730252
NHS Ayrshire and Arran,Bladder,Male,2018,58,32.7284218129289
NHS Ayrshire and Arran,Bladder,Female,1994,34,17.3606678751053
NHS Ayrshire and Arran,Bladder,Female,1995,29,14.8133769902283
NHS Ayrshire and Arran,Bladder,Female,1996,37,18.9627868121505
NHS Ayrshire and Arran,Bladder,Female,1997,34,17.4364339415572
NHS Ayrshire and Arran,Bladder,Female,1998,29,14.896546056011
NHS Ayrshire and Arran,Bladder,Female,1999,25,12.888524573261
NHS Ayrshire and Arran,Bladder,Female,2000,22,11.4026858508218
NHS Ayrshire and Arran,Bladder,Female,2001,19,9.85768614164976
NHS Ayrshire and Arran,Bladder,Female,2002,26,13.5064935064935
NHS Ayrshire and Arran,Bladder,Female,2003,17,8.82997621100527
NHS Ayrshire and Arran,Bladder,Female,2004,23,11.9280376303657
NHS Ayrshire and Arran,Bladder,Female,2005,23,11.916913208603
NHS Ayrshire and Arran,Bladder,Female,2006,16,8.28642011114161
NHS Ayrshire and Arran,Bladder,Female,2007,30,15.4859490821994
NHS Ayrshire and Arran,Bladder,Female,2008,21,10.8110334318339
NHS Ayrshire and Arran,Bladder,Female,2009,21,10.808696368278
NHS Ayrshire and Arran,Bladder,Female,2010,20,10.28219483731
NHS Ayrshire and Arran,Bladder,Female,2011,16,8.21081261386088
NHS Ayrshire and Arran,Bladder,Female,2012,23,11.8223967596353
NHS Ayrshire and Arran,Bladder,Female,2013,24,12.3711977896793
NHS Ayrshire and Arran,Bladder,Female,2014,31,16.0287068969975
NHS Ayrshire and Arran,Bladder,Female,2015,23,11.9164192714405
NHS Ayrshire and Arran,Bladder,Female,2016,22,11.401444874014
NHS Ayrshire and Arran,Bladder,Female,2017,29,15.0414937759336
NHS Ayrshire and Arran,Bladder,Female,2018,22,11.4313030646284
NHS Ayrshire and Arran,Bone and articular cartilage,All,1994,3,0.801389074395619
NHS Ayrshire and Arran,Bone and articular cartilage,All,1995,2,0.534459260842842
NHS Ayrshire and Arran,Bone and articular cartilage,All,1996,4,1.07195497789093
NHS Ayrshire and Arran,Bone and articular cartilage,All,1997,4,1.07310529845741
NHS Ayrshire and Arran,Bone and articular cartilage,All,1998,2,0.537938083326609
NHS Ayrshire and Arran,Bone and articular cartilage,All,1999,2,0.539723661485319
NHS Ayrshire and Arran,Bone and articular cartilage,All,2000,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,All,2001,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,All,2002,1,0.272108843537415
NHS Ayrshire and Arran,Bone and articular cartilage,All,2003,2,0.543906883141606
NHS Ayrshire and Arran,Bone and articular cartilage,All,2004,1,0.271333604666938
NHS Ayrshire and Arran,Bone and articular cartilage,All,2005,1,0.2710027100271
NHS Ayrshire and Arran,Bone and articular cartilage,All,2006,5,1.35380283215552
NHS Ayrshire and Arran,Bone and articular cartilage,All,2007,3,0.809170600134862
NHS Ayrshire and Arran,Bone and articular cartilage,All,2008,7,1.8811136192626
NHS Ayrshire and Arran,Bone and articular cartilage,All,2009,5,1.34253416749456
NHS Ayrshire and Arran,Bone and articular cartilage,All,2010,7,1.87763203776723
NHS Ayrshire and Arran,Bone and articular cartilage,All,2011,3,0.802654109589041
NHS Ayrshire and Arran,Bone and articular cartilage,All,2012,1,0.267938481324688
NHS Ayrshire and Arran,Bone and articular cartilage,All,2013,5,1.34321942832581
NHS Ayrshire and Arran,Bone and articular cartilage,All,2014,2,0.538880206929999
NHS Ayrshire and Arran,Bone and articular cartilage,All,2015,8,2.15871987911169
NHS Ayrshire and Arran,Bone and articular cartilage,All,2016,2,0.539723661485319
NHS Ayrshire and Arran,Bone and articular cartilage,All,2017,3,0.809913339272698
NHS Ayrshire and Arran,Bone and articular cartilage,All,2018,4,1.08204614926827
NHS Ayrshire and Arran,Bone and articular cartilage,Male,1994,1,0.560208397523879
NHS Ayrshire and Arran,Bone and articular cartilage,Male,1995,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Male,1996,3,1.68509978599233
NHS Ayrshire and Arran,Bone and articular cartilage,Male,1997,3,1.68770674407615
NHS Ayrshire and Arran,Bone and articular cartilage,Male,1998,2,1.12921621102793
NHS Ayrshire and Arran,Bone and articular cartilage,Male,1999,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2000,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2001,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2002,1,0.571428571428571
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2003,1,0.570828386153987
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2004,1,0.569064514844048
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2005,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2006,2,1.13479684299518
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2007,1,0.564888773400517
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2008,2,1.12439142314222
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2009,3,1.68404980296617
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2010,4,2.24342256546587
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2011,2,1.11797423069398
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2012,1,0.559678520657734
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2013,4,2.24415257993391
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2014,1,0.562629053039041
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2015,4,2.25251859735667
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2016,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2017,1,0.563031360846799
NHS Ayrshire and Arran,Bone and articular cartilage,Male,2018,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,1994,2,1.02121575735914
NHS Ayrshire and Arran,Bone and articular cartilage,Female,1995,2,1.02161220622264
NHS Ayrshire and Arran,Bone and articular cartilage,Female,1996,1,0.512507751679744
NHS Ayrshire and Arran,Bone and articular cartilage,Female,1997,1,0.512836292398741
NHS Ayrshire and Arran,Bone and articular cartilage,Female,1998,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,1999,2,1.03108196586088
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2000,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2001,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2002,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2003,1,0.519410365353251
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2004,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2005,1,0.518126661243608
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2006,3,1.55370377083905
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2007,2,1.03239660547996
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2008,5,2.57405557900806
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2009,2,1.02939965412172
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2010,3,1.5423292255965
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2011,1,0.513175788366305
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2012,0,0
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2013,1,0.515466574569972
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2014,1,0.517055061193466
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2015,4,2.07242074285922
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2016,2,1.03649498854673
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2017,2,1.03734439834025
NHS Ayrshire and Arran,Bone and articular cartilage,Female,2018,4,2.07841873902335
NHS Ayrshire and Arran,Bone and connective tissue,All,1994,9,2.40416722318686
NHS Ayrshire and Arran,Bone and connective tissue,All,1995,14,3.7412148258999
NHS Ayrshire and Arran,Bone and connective tissue,All,1996,15,4.01983116709098
NHS Ayrshire and Arran,Bone and connective tissue,All,1997,10,2.68276324614353
NHS Ayrshire and Arran,Bone and connective tissue,All,1998,7,1.88278329164313
NHS Ayrshire and Arran,Bone and connective tissue,All,1999,10,2.6986183074266
NHS Ayrshire and Arran,Bone and connective tissue,All,2000,7,1.89820213140982
NHS Ayrshire and Arran,Bone and connective tissue,All,2001,6,1.62915094083467
NHS Ayrshire and Arran,Bone and connective tissue,All,2002,8,2.17687074829932
NHS Ayrshire and Arran,Bone and connective tissue,All,2003,12,3.26344129884964
NHS Ayrshire and Arran,Bone and connective tissue,All,2004,14,3.79867046533713
NHS Ayrshire and Arran,Bone and connective tissue,All,2005,11,2.9810298102981
NHS Ayrshire and Arran,Bone and connective tissue,All,2006,14,3.79064793003547
NHS Ayrshire and Arran,Bone and connective tissue,All,2007,13,3.50640593391773
NHS Ayrshire and Arran,Bone and connective tissue,All,2008,22,5.91207137482533
NHS Ayrshire and Arran,Bone and connective tissue,All,2009,13,3.49058883548586
NHS Ayrshire and Arran,Bone and connective tissue,All,2010,15,4.02349722378692
NHS Ayrshire and Arran,Bone and connective tissue,All,2011,19,5.08347602739726
NHS Ayrshire and Arran,Bone and connective tissue,All,2012,15,4.01907721987032
NHS Ayrshire and Arran,Bone and connective tissue,All,2013,12,3.22372662798195
NHS Ayrshire and Arran,Bone and connective tissue,All,2014,12,3.23328124158
NHS Ayrshire and Arran,Bone and connective tissue,All,2015,19,5.12695971289026
NHS Ayrshire and Arran,Bone and connective tissue,All,2016,14,3.77806563039724
NHS Ayrshire and Arran,Bone and connective tissue,All,2017,17,4.58950892254529
NHS Ayrshire and Arran,Bone and connective tissue,All,2018,16,4.32818459707307
NHS Ayrshire and Arran,Bone and connective tissue,Male,1994,4,2.24083359009552
NHS Ayrshire and Arran,Bone and connective tissue,Male,1995,5,2.80204661484748
NHS Ayrshire and Arran,Bone and connective tissue,Male,1996,12,6.74039914396931
NHS Ayrshire and Arran,Bone and connective tissue,Male,1997,8,4.5005513175364
NHS Ayrshire and Arran,Bone and connective tissue,Male,1998,5,2.82304052756981
NHS Ayrshire and Arran,Bone and connective tissue,Male,1999,3,1.69886006489645
NHS Ayrshire and Arran,Bone and connective tissue,Male,2000,5,2.84360728645931
NHS Ayrshire and Arran,Bone and connective tissue,Male,2001,4,2.27859205796738
NHS Ayrshire and Arran,Bone and connective tissue,Male,2002,4,2.28571428571429
NHS Ayrshire and Arran,Bone and connective tissue,Male,2003,8,4.56662708923189
NHS Ayrshire and Arran,Bone and connective tissue,Male,2004,8,4.55251611875238
NHS Ayrshire and Arran,Bone and connective tissue,Male,2005,8,4.54553202611408
NHS Ayrshire and Arran,Bone and connective tissue,Male,2006,7,3.97178895048314
NHS Ayrshire and Arran,Bone and connective tissue,Male,2007,7,3.95422141380362
NHS Ayrshire and Arran,Bone and connective tissue,Male,2008,14,7.87073996199557
NHS Ayrshire and Arran,Bone and connective tissue,Male,2009,7,3.9294495402544
NHS Ayrshire and Arran,Bone and connective tissue,Male,2010,9,5.04770077229822
NHS Ayrshire and Arran,Bone and connective tissue,Male,2011,11,6.1488582688169
NHS Ayrshire and Arran,Bone and connective tissue,Male,2012,6,3.35807112394641
NHS Ayrshire and Arran,Bone and connective tissue,Male,2013,9,5.0493433048513
NHS Ayrshire and Arran,Bone and connective tissue,Male,2014,6,3.37577431823425
NHS Ayrshire and Arran,Bone and connective tissue,Male,2015,10,5.63129649339167
NHS Ayrshire and Arran,Bone and connective tissue,Male,2016,7,3.94139705633946
NHS Ayrshire and Arran,Bone and connective tissue,Male,2017,11,6.19334496931479
NHS Ayrshire and Arran,Bone and connective tissue,Male,2018,7,3.94998194293969
NHS Ayrshire and Arran,Bone and connective tissue,Female,1994,5,2.55303939339784
NHS Ayrshire and Arran,Bone and connective tissue,Female,1995,9,4.59725492800188
NHS Ayrshire and Arran,Bone and connective tissue,Female,1996,3,1.53752325503923
NHS Ayrshire and Arran,Bone and connective tissue,Female,1997,2,1.02567258479748
NHS Ayrshire and Arran,Bone and connective tissue,Female,1998,2,1.02734800386283
NHS Ayrshire and Arran,Bone and connective tissue,Female,1999,7,3.60878688051307
NHS Ayrshire and Arran,Bone and connective tissue,Female,2000,2,1.03660780462016
NHS Ayrshire and Arran,Bone and connective tissue,Female,2001,2,1.03765117280524
NHS Ayrshire and Arran,Bone and connective tissue,Female,2002,4,2.07792207792208
NHS Ayrshire and Arran,Bone and connective tissue,Female,2003,4,2.077641461413
NHS Ayrshire and Arran,Bone and connective tissue,Female,2004,6,3.11166199053018
NHS Ayrshire and Arran,Bone and connective tissue,Female,2005,3,1.55437998373082
NHS Ayrshire and Arran,Bone and connective tissue,Female,2006,7,3.62530879862445
NHS Ayrshire and Arran,Bone and connective tissue,Female,2007,6,3.09718981643988
NHS Ayrshire and Arran,Bone and connective tissue,Female,2008,8,4.1184889264129
NHS Ayrshire and Arran,Bone and connective tissue,Female,2009,6,3.08819896236515
NHS Ayrshire and Arran,Bone and connective tissue,Female,2010,6,3.08465845119299
NHS Ayrshire and Arran,Bone and connective tissue,Female,2011,8,4.10540630693044
NHS Ayrshire and Arran,Bone and connective tissue,Female,2012,9,4.62615525377032
NHS Ayrshire and Arran,Bone and connective tissue,Female,2013,3,1.54639972370992
NHS Ayrshire and Arran,Bone and connective tissue,Female,2014,6,3.1023303671608
NHS Ayrshire and Arran,Bone and connective tissue,Female,2015,9,4.66294667143323
NHS Ayrshire and Arran,Bone and connective tissue,Female,2016,7,3.62773245991356
NHS Ayrshire and Arran,Bone and connective tissue,Female,2017,6,3.11203319502075
NHS Ayrshire and Arran,Bone and connective tissue,Female,2018,9,4.67644216280254
NHS Ayrshire and Arran,Connective tissue,All,1994,6,1.60277814879124
NHS Ayrshire and Arran,Connective tissue,All,1995,12,3.20675556505705
NHS Ayrshire and Arran,Connective tissue,All,1996,11,2.94787618920005
NHS Ayrshire and Arran,Connective tissue,All,1997,6,1.60965794768612
NHS Ayrshire and Arran,Connective tissue,All,1998,5,1.34484520831652
NHS Ayrshire and Arran,Connective tissue,All,1999,8,2.15889464594128
NHS Ayrshire and Arran,Connective tissue,All,2000,7,1.89820213140982
NHS Ayrshire and Arran,Connective tissue,All,2001,6,1.62915094083467
NHS Ayrshire and Arran,Connective tissue,All,2002,7,1.9047619047619
NHS Ayrshire and Arran,Connective tissue,All,2003,10,2.71953441570803
NHS Ayrshire and Arran,Connective tissue,All,2004,13,3.52733686067019
NHS Ayrshire and Arran,Connective tissue,All,2005,10,2.710027100271
NHS Ayrshire and Arran,Connective tissue,All,2006,9,2.43684509787994
NHS Ayrshire and Arran,Connective tissue,All,2007,10,2.69723533378287
NHS Ayrshire and Arran,Connective tissue,All,2008,15,4.03095775556272
NHS Ayrshire and Arran,Connective tissue,All,2009,8,2.1480546679913
NHS Ayrshire and Arran,Connective tissue,All,2010,8,2.14586518601969
NHS Ayrshire and Arran,Connective tissue,All,2011,16,4.28082191780822
NHS Ayrshire and Arran,Connective tissue,All,2012,14,3.75113873854563
NHS Ayrshire and Arran,Connective tissue,All,2013,7,1.88050719965614
NHS Ayrshire and Arran,Connective tissue,All,2014,10,2.69440103465
NHS Ayrshire and Arran,Connective tissue,All,2015,11,2.96823983377857
NHS Ayrshire and Arran,Connective tissue,All,2016,12,3.23834196891192
NHS Ayrshire and Arran,Connective tissue,All,2017,14,3.77959558327259
NHS Ayrshire and Arran,Connective tissue,All,2018,12,3.2461384478048
NHS Ayrshire and Arran,Connective tissue,Male,1994,3,1.68062519257164
NHS Ayrshire and Arran,Connective tissue,Male,1995,5,2.80204661484748
NHS Ayrshire and Arran,Connective tissue,Male,1996,9,5.05529935797698
NHS Ayrshire and Arran,Connective tissue,Male,1997,5,2.81284457346025
NHS Ayrshire and Arran,Connective tissue,Male,1998,3,1.69382431654189
NHS Ayrshire and Arran,Connective tissue,Male,1999,3,1.69886006489645
NHS Ayrshire and Arran,Connective tissue,Male,2000,5,2.84360728645931
NHS Ayrshire and Arran,Connective tissue,Male,2001,4,2.27859205796738
NHS Ayrshire and Arran,Connective tissue,Male,2002,3,1.71428571428571
NHS Ayrshire and Arran,Connective tissue,Male,2003,7,3.99579870307791
NHS Ayrshire and Arran,Connective tissue,Male,2004,7,3.98345160390833
NHS Ayrshire and Arran,Connective tissue,Male,2005,8,4.54553202611408
NHS Ayrshire and Arran,Connective tissue,Male,2006,5,2.83699210748796
NHS Ayrshire and Arran,Connective tissue,Male,2007,6,3.3893326404031
NHS Ayrshire and Arran,Connective tissue,Male,2008,12,6.74634853885335
NHS Ayrshire and Arran,Connective tissue,Male,2009,4,2.24539973728823
NHS Ayrshire and Arran,Connective tissue,Male,2010,5,2.80427820683234
NHS Ayrshire and Arran,Connective tissue,Male,2011,9,5.03088403812292
NHS Ayrshire and Arran,Connective tissue,Male,2012,5,2.79839260328867
NHS Ayrshire and Arran,Connective tissue,Male,2013,5,2.80519072491739
NHS Ayrshire and Arran,Connective tissue,Male,2014,5,2.8131452651952
NHS Ayrshire and Arran,Connective tissue,Male,2015,6,3.378777896035
NHS Ayrshire and Arran,Connective tissue,Male,2016,7,3.94139705633946
NHS Ayrshire and Arran,Connective tissue,Male,2017,10,5.63031360846799
NHS Ayrshire and Arran,Connective tissue,Male,2018,7,3.94998194293969
NHS Ayrshire and Arran,Connective tissue,Female,1994,3,1.5318236360387
NHS Ayrshire and Arran,Connective tissue,Female,1995,7,3.57564272177924
NHS Ayrshire and Arran,Connective tissue,Female,1996,2,1.02501550335949
NHS Ayrshire and Arran,Connective tissue,Female,1997,1,0.512836292398741
NHS Ayrshire and Arran,Connective tissue,Female,1998,2,1.02734800386283
NHS Ayrshire and Arran,Connective tissue,Female,1999,5,2.57770491465219
NHS Ayrshire and Arran,Connective tissue,Female,2000,2,1.03660780462016
NHS Ayrshire and Arran,Connective tissue,Female,2001,2,1.03765117280524
NHS Ayrshire and Arran,Connective tissue,Female,2002,4,2.07792207792208
NHS Ayrshire and Arran,Connective tissue,Female,2003,3,1.55823109605975
NHS Ayrshire and Arran,Connective tissue,Female,2004,6,3.11166199053018
NHS Ayrshire and Arran,Connective tissue,Female,2005,2,1.03625332248722
NHS Ayrshire and Arran,Connective tissue,Female,2006,4,2.0716050277854
NHS Ayrshire and Arran,Connective tissue,Female,2007,4,2.06479321095992
NHS Ayrshire and Arran,Connective tissue,Female,2008,3,1.54443334740484
NHS Ayrshire and Arran,Connective tissue,Female,2009,4,2.05879930824343
NHS Ayrshire and Arran,Connective tissue,Female,2010,3,1.5423292255965
NHS Ayrshire and Arran,Connective tissue,Female,2011,7,3.59223051856413
NHS Ayrshire and Arran,Connective tissue,Female,2012,9,4.62615525377032
NHS Ayrshire and Arran,Connective tissue,Female,2013,2,1.03093314913994
NHS Ayrshire and Arran,Connective tissue,Female,2014,5,2.58527530596733
NHS Ayrshire and Arran,Connective tissue,Female,2015,5,2.59052592857402
NHS Ayrshire and Arran,Connective tissue,Female,2016,5,2.59123747136683
NHS Ayrshire and Arran,Connective tissue,Female,2017,4,2.0746887966805
NHS Ayrshire and Arran,Connective tissue,Female,2018,5,2.59802342377919
